Entrez_Gene_Id	hugo_gene	kendall_t	pearson_r	spearman_r
53	ACP2	0.235719504374	0.24684789429	0.296198182083
54	ACP5	0.0	0.0411327272075	0.0
55	ACPP	0.0623346545748	0.0153153891562	0.0783161746495
56	ACRV1	0.192956998451	0.252914993751	0.241663794008
58	ACTA1	0.0524107040224	0.0224748679591	0.0651970245624
59	ACTA2	0.0	0.0291492690764	0.0
60	ACTB	0.151310551765	0.17030032641	0.190217278916
70	ACTC1	0.0777255691757	0.0433726799114	0.0991581097195
71	ACTG1	0.267671156539	0.301044746238	0.341647361532
72	ACTG2	0.0125398791079	0.0503701218722	0.0148416229922
81	ACTN4	0.132615452433	0.200705447833	0.166262394652
86	ACTL6A	0.373774316518	0.371275438856	0.459757471201
87	ACTN1	0.22061952843	0.253961365621	0.278646215985
88	ACTN2	0.0873107389899	0.0342607747086	0.110522688422
89	ACTN3	0.118970768663	0.162658536	0.150635436498
90	ACVR1	0.234031955921	0.286937480368	0.29462593979
91	ACVR1B	0.285891989665	0.288755206884	0.358163667773
92	ACVR2A	0.183268233367	0.24199468072	0.233047284137
93	ACVR2B	0.253658607124	0.273508535191	0.319861625391
94	ACVRL1	0.0686899143606	0.0880493947887	0.0863468090013
95	ACY1	0.169138981849	0.239702078143	0.215319179024
97	ACYP1	0.116905505405	0.171955177053	0.148235291024
98	ACYP2	0.016777573697	0.0819983172558	0.0207617609588
100	ADA	0.160009174273	0.172333955417	0.198755652866
101	ADAM8	0.080939912802	0.158749881672	0.0995835219254
102	ADAM10	0.206441172502	0.262545120137	0.260381718451
103	ADAR	0.389175089269	0.421666371808	0.483138492053
104	ADARB1	0.253123901056	0.315027068162	0.318129565615
105	ADARB2	0.0729756882046	0.0788424269231	0.0905752730319
107	ADCY1	0.106366228642	0.136017151171	0.13223522944
108	ADCY2	0.0223148142158	0.0727262142921	0.0298831628381
109	ADCY3	0.303180379449	0.362146361185	0.380624099347
111	ADCY5	0.0436317077355	0.0582597491399	0.0555601048758
112	ADCY6	0.191365409069	0.170838595329	0.241112341019
113	ADCY7	0.11994452228	0.15321965194	0.153040215835
114	ADCY8	0.0429387481577	0.0	0.0518317652169
115	ADCY9	0.118373007601	0.149869706903	0.147540276476
116	ADCYAP1	0.0165290674993	0.0147825070268	0.0198622257737
117	ADCYAP1R1	0.0161606694238	0.0	0.0192380706217
118	ADD1	0.368900269457	0.481605298397	0.459257174618
119	ADD2	0.0539189189545	0.114394141823	0.0672603583118
120	ADD3	0.154366574545	0.170422640664	0.19308502152
123	PLIN2	0.11489949882	0.169271132667	0.143320955313
124	ADH1A	0.0332476929982	0.0	0.0386091168921
125	ADH1B	0.0314227420926	0.0	0.0395994923547
126	ADH1C	0.00464878338976	0.0530260222816	0.00590244938879
127	ADH4	0.0448786652055	0.0239414596546	0.0499716432127
128	ADH5	0.39263660853	0.458773931076	0.49070751384
130	ADH6	0.10451591202	0.0660967016872	0.12255215846
131	ADH7	0.0467356668088	0.0582300016229	0.0517215787184
132	ADK	0.372126362933	0.414652660866	0.456774755292
133	ADM	0.0178468268008	0.0503315022306	0.0228107054216
134	ADORA1	0.12429201567	0.0650836354703	0.155530718656
135	ADORA2A	0.0	0.0	0.0
136	ADORA2B	0.141377319554	0.18921910934	0.180292302464
140	ADORA3	0.0376951311142	0.0109186317054	0.0495683037765
141	ADPRH	0.135281038521	0.169471646371	0.170875211561
142	PARP1	0.443553754505	0.520316022934	0.548749967891
143	PARP4	0.278362993995	0.354783390182	0.354645865842
146	ADRA1D	0.129528629513	0.0989899099073	0.163262109084
147	ADRA1B	0.114651594039	0.124247456542	0.145604538069
148	ADRA1A	0.0563850678884	0.00396266020164	0.0725578515321
150	ADRA2A	0.0738940848966	0.182256687696	0.0905871699613
151	ADRA2B	0.0737502034765	0.0253699089052	0.0920534519515
152	ADRA2C	0.12016659695	0.236941312369	0.152209853627
153	ADRB1	0.0	0.0	0.0
154	ADRB2	0.183110076428	0.251647588783	0.232450280651
155	ADRB3	0.0719440898823	0.0333871608607	0.0895839576822
156	ADRBK1	0.299027280603	0.38951145269	0.375612948024
157	ADRBK2	0.117034569982	0.191778816006	0.147767480346
158	ADSL	0.483158692109	0.56122984898	0.597730940041
159	ADSS	0.405467018598	0.500296627025	0.503874992982
160	AP2A1	0.226761651724	0.205132388033	0.285539064806
161	AP2A2	0.347908180647	0.400898612748	0.43338808493
162	AP1B1	0.37161164228	0.354409189362	0.467169389435
163	AP2B1	0.417583207631	0.533066383509	0.517110144272
164	AP1G1	0.424836532964	0.532645002215	0.531393089897
165	AEBP1	0.207383242867	0.219437150114	0.261874644833
166	AES	0.240618645545	0.246880466706	0.303606789247
167	CRISP1	0.0447802823777	0.0434777995284	0.0476506409246
172	AFG3L1P	0.30709189422	0.336432963084	0.385343101288
173	AFM	0.0	0.0	0.0
174	AFP	0.0275108420812	0.0121732641442	0.0292202826253
175	AGA	0.247671806173	0.317320095849	0.309430312517
176	ACAN	0.0691158994138	0.0472019345684	0.0885706710691
177	AGER	0.03194844495	0.0466289603902	0.0418115661319
178	AGL	0.26544938963	0.337803321226	0.337233099932
181	AGRP	0.0	0.00888334033316	0.0
182	JAG1	0.112084920712	0.133622896175	0.142035278416
183	AGT	0.108991820665	0.158825357157	0.137526006721
185	AGTR1	0.0	0.0404406584998	0.0
186	AGTR2	0.0559021221919	0.0503244388097	0.0597140587705
187	APLNR	0.0	0.0363151367371	0.0
189	AGXT	0.0272491193439	0.063178382662	0.0311232518225
190	NR0B1	0.0	0.0	0.0
191	AHCY	0.327658802868	0.387775817807	0.403023821973
196	AHR	0.216856167247	0.196926889793	0.277922458158
197	AHSG	0.1766799515	0.0898341552153	0.203161672289
199	AIF1	0.0	0.0	0.0
202	AIM1	0.107670452866	0.182423434967	0.137423757315
203	AK1	0.313202145954	0.255597949457	0.396608549958
204	AK2	0.387124706435	0.494705665948	0.481720887216
205	AK4	0.0977893101152	0.164761022689	0.127069163523
207	AKT1	0.405379445653	0.378611933718	0.508866111128
208	AKT2	0.246676637408	0.235383143012	0.309964737749
210	ALAD	0.357033967106	0.374009565116	0.448004601245
211	ALAS1	0.226516622848	0.20772789518	0.287461777909
212	ALAS2	0.0324519853479	0.0	0.0388454952502
213	ALB	0.0705392832982	0.0360097756703	0.0820852461319
214	ALCAM	0.115691803691	0.131136474278	0.14770322571
215	ABCD1	0.0	0.0	0.0
216	ALDH1A1	0.0243575841814	0.10117726061	0.0312849723386
217	ALDH2	0.0537973959229	0.0848782597109	0.0667712806594
218	ALDH3A1	0.169717466059	0.0784000625265	0.215052939046
219	ALDH1B1	0.188721235472	0.324071714871	0.235487496369
220	ALDH1A3	0.120800697416	0.12976279527	0.155278536909
221	ALDH3B1	0.179246867387	0.376505087855	0.229602707707
222	ALDH3B2	0.0531595686789	0.15524059974	0.0694450034943
223	ALDH9A1	0.22375424619	0.26271494088	0.277794421814
224	ALDH3A2	0.3431989193	0.360247842744	0.427415189152
225	ABCD2	0.0	0.0	0.0
226	ALDOA	0.208189140186	0.223334857165	0.266023059013
229	ALDOB	0.0176512953944	0.0226745706393	0.0224702535644
230	ALDOC	0.0351813215801	0.052445313622	0.0436382871706
231	AKR1B1	0.249146811432	0.229182475529	0.313208384983
238	ALK	0.0948324270009	0.152045327716	0.122783130659
239	ALOX12	0.218215070575	0.113188914808	0.277633579306
240	ALOX5	0.0523248762761	0.146972398713	0.0647214433688
241	ALOX5AP	0.0	0.0	0.0
242	ALOX12B	0.175819782845	0.0	0.215211537333
245	ALOX12P2	0.0466609651221	0.082937112457	0.0561248320411
246	ALOX15	0.108038227675	0.0824147138905	0.135760841261
247	ALOX15B	0.0244526734273	0.0	0.0306375102902
248	ALPI	0.0120447364562	0.0	0.013105365711
249	ALPL	0.0517862501756	0.0154227858258	0.0676247032299
250	ALPP	0.0318566286844	0.0	0.0350793025229
251	ALPPL2	0.0529086034155	0.0304800740526	0.0579107538327
257	ALX3	0.196561467946	0.145157723689	0.252923849765
258	AMBN	0.0794209331997	0.0568807579414	0.0899733845125
259	AMBP	0.0842059641641	0.0	0.0993132277063
262	AMD1	0.151550884137	0.158530888985	0.191868995999
265	AMELX	0.0	0.0	0.0
267	AMFR	0.425302238995	0.460959091854	0.529063188375
268	AMH	0.103434703705	0.0674663447875	0.132124122597
269	AMHR2	0.0970725372097	0.0207133503789	0.114285646253
270	AMPD1	0.0409215816765	0.0	0.0509298096685
271	AMPD2	0.333422268482	0.434707351718	0.419086386133
272	AMPD3	0.00576529245053	0.0523547826856	0.00620403572524
273	AMPH	0.0944221518406	0.0835907171744	0.119130804386
274	BIN1	0.242576222686	0.334460260377	0.303123297746
275	AMT	0.102849630943	0.116432116582	0.131687427496
276	AMY1A	0.109167590636	0.0759307507763	0.137519320363
279	AMY2A	0.111027831933	0.075997878796	0.135530926264
280	AMY2B	0.146779184903	0.0823125117105	0.186824606949
283	ANG	0.184122505078	0.21794351326	0.235023030802
284	ANGPT1	0.0659840343292	0.0612806994446	0.0848989044566
285	ANGPT2	0.0920865858723	0.0902424539509	0.120204871329
286	ANK1	0.110647086505	0.0619684483947	0.142546829689
287	ANK2	0.287913369165	0.35756334855	0.363196848398
288	ANK3	0.00357981871327	0.00993378501273	0.0043094780289
290	ANPEP	0.0172785269772	0.0	0.0220556346264
291	SLC25A4	0.333067494876	0.322707116653	0.421077167389
292	SLC25A5	0.0214333098557	0.00937935614141	0.0272090581182
301	ANXA1	0.0615024013359	0.166440119964	0.0788924084929
302	ANXA2	0.103822221279	0.165632661778	0.130077847773
306	ANXA3	0.0722998743783	0.0714867125036	0.0921331382665
307	ANXA4	0.0	0.0	0.0
308	ANXA5	0.363282396277	0.438171888836	0.461055966682
309	ANXA6	0.203759736276	0.233165190311	0.256795848328
310	ANXA7	0.405604063766	0.503746478884	0.496934182709
311	ANXA11	0.368492397339	0.394033253068	0.452433180681
312	ANXA13	0.185926315635	0.164595189257	0.236955357598
313	AOAH	0.0	0.0	0.0
314	AOC2	0.137475340863	0.141136661608	0.175452150673
316	AOX1	0.0268467853708	0.0804077658691	0.0338675707979
317	APAF1	0.24153731367	0.316442115217	0.301040023309
318	NUDT2	0.358835733991	0.451538677254	0.448227836221
319	APOF	0.0	0.0135325031424	0.0
320	APBA1	0.210909220933	0.212819518731	0.265310245637
321	APBA2	0.16161490561	0.191633483911	0.208607456951
322	APBB1	0.22013800512	0.207298456583	0.277419243996
323	APBB2	0.0988499977506	0.132507186891	0.125057543464
324	APC	0.244669251622	0.311299717178	0.312668440987
325	APCS	0.0160765225749	0.0	0.0172348981375
326	AIRE	0.0399252834176	0.0350195674142	0.0470202941788
327	APEH	0.393571002731	0.391034584464	0.487053229555
328	APEX1	0.48900851125	0.558627262772	0.601745542358
329	BIRC2	0.357140329159	0.369459740578	0.447086106103
330	BIRC3	0.0716422658793	0.161712223554	0.0903599467016
331	XIAP	0.0	0.0093618840175	0.0
332	BIRC5	0.224449533522	0.307146339799	0.287862192805
333	APLP1	0.029424640987	0.0152279267449	0.0360289532358
334	APLP2	0.31657382279	0.348608348026	0.396392696275
335	APOA1	0.0842486871245	0.0	0.107604684004
336	APOA2	0.0606667986376	0.0	0.0686378949209
337	APOA4	0.0422873084301	0.0	0.0461232812107
338	APOB	0.0461293601178	0.0313692223407	0.0548263873973
339	APOBEC1	0.0	0.0	0.0
341	APOC1	0.0873845879116	0.142279191224	0.110878754309
342	APOC1P1	0.0473428579653	0.0623816881595	0.0593058511458
343	AQP8	0.0228406914813	0.0261248899019	0.0268544703619
344	APOC2	0.0118203484657	0.0314394513469	0.0148560581115
345	APOC3	0.024566081435	0.015983731704	0.0258787961669
346	APOC4	0.0347903422095	0.0626640739413	0.0433820646026
347	APOD	0.168267304955	0.0960788738809	0.2124020378
348	APOE	0.110632685553	0.160987689737	0.139607980195
350	APOH	0.0	0.0	0.0
351	APP	0.220329516339	0.289345005248	0.276977844387
353	APRT	0.327451941624	0.291842225471	0.406806584438
354	KLK3	0.019265680629	0.0	0.0215667925107
355	FAS	0.0549294654227	0.112667665109	0.0675855885753
356	FASLG	0.0	0.0	0.0
357	SHROOM2	0.0131681597042	0.0774358005904	0.0176938787793
358	AQP1	0.0	0.0484977909873	0.0
359	AQP2	0.0449759185179	0.0220728340341	0.0499261228204
360	AQP3	0.0404506740609	0.0	0.0521566527778
361	AQP4	0.0566586444705	0.0360273629144	0.0702641019564
362	AQP5	0.139450341637	0.0	0.173283762262
363	AQP6	0.199003729916	0.17403573106	0.249037728935
364	AQP7	0.0	0.0	0.0
366	AQP9	0.0	0.0	0.0
367	AR	0.0	0.0	0.0
368	ABCC6	0.0372030000627	0.0	0.0471432036597
369	ARAF	0.0	0.0	0.0
372	ARCN1	0.545907245607	0.633826559747	0.667759991631
373	TRIM23	0.342977024888	0.407044925471	0.42656898445
374	AREG	0.0	0.0	0.0
375	ARF1	0.405475720486	0.454855743641	0.503023910855
377	ARF3	0.378445699223	0.476433465502	0.465636818518
378	ARF4	0.319764618335	0.407647493649	0.402949987812
379	ARL4D	0.241247619965	0.227477095563	0.304884589517
381	ARF5	0.397424660756	0.405810351473	0.493303503205
382	ARF6	0.432751115579	0.544808712906	0.538388198719
383	ARG1	0.146786787047	0.0	0.169056137614
384	ARG2	0.135272076052	0.187792105466	0.172697651139
387	RHOA	0.401100441563	0.496260291634	0.497376400316
388	RHOB	0.146626513096	0.213058583885	0.184691556427
389	RHOC	0.277903504818	0.371506356433	0.35406118881
390	RND3	0.190256801367	0.308961705762	0.241652343497
391	RHOG	0.217066043605	0.18202984202	0.274859967309
392	ARHGAP1	0.368602456494	0.398279532578	0.458831212485
393	ARHGAP4	0.0627603843159	0.0919534399287	0.081039969129
394	ARHGAP5	0.181413463332	0.238458193131	0.228714627229
395	ARHGAP6	0.0120349996934	0.0	0.0157239101892
396	ARHGDIA	0.337080285877	0.330324402424	0.422493854558
397	ARHGDIB	0.0	0.0106102299776	0.0
398	ARHGDIG	0.0229260340836	0.0603648301502	0.0273885112737
399	RHOH	0.0229437484959	0.0228794581831	0.0289451961667
400	ARL1	0.265967983206	0.356366606969	0.33119840739
401	PHOX2A	0.102250146126	0.0722402995804	0.115657795852
402	ARL2	0.241389376814	0.253705543725	0.304515837201
403	ARL3	0.321337190308	0.383246566758	0.397310415412
405	ARNT	0.428628428918	0.425875131516	0.531149679845
406	ARNTL	0.162951681571	0.165127109537	0.205042550332
407	ARR3	0.029410143228	0.00716653601905	0.0330494241539
408	ARRB1	0.285947180596	0.494993314074	0.359365743914
409	ARRB2	0.076832377259	0.133018953489	0.0988890606838
410	ARSA	0.165969915518	0.195698526494	0.211188799296
411	ARSB	0.183895917361	0.206100311612	0.234741455297
412	STS	0.0	0.00476975208843	0.0
414	ARSD	0.0	0.0	0.0
415	ARSE	0.0	0.0	0.0
416	ARSF	0.0180115811156	0.0123933086979	0.0194891056033
417	ART1	0.0280455101474	0.0305457913258	0.0310827785643
419	ART3	0.0	0.0	0.0
420	ART4	0.0	0.00499197801701	0.0
421	ARVCF	0.162268145125	0.230573102962	0.206221401097
427	ASAH1	0.255814565851	0.325418997285	0.327808864575
429	ASCL1	0.0345730364772	0.0579529885979	0.0421535390689
430	ASCL2	0.00162651007775	0.0142046391235	0.00238580064561
432	ASGR1	0.124140321914	0.15654916897	0.15738507456
433	ASGR2	0.0	0.00890946984215	0.0
434	ASIP	0.0612074175386	0.0588784355443	0.0746723201665
435	ASL	0.330780493864	0.329852319456	0.412512876633
439	ASNA1	0.175586526037	0.208181547235	0.219491945169
440	ASNS	0.141539397947	0.15740861807	0.177919760637
443	ASPA	0.21377171451	0.22888542584	0.272849594797
444	ASPH	0.323375736622	0.282887614755	0.407877571863
445	ASS1	0.109639916285	0.0692930520367	0.138081341011
460	ASTN1	0.0889320916652	0.048037022589	0.109053180963
462	SERPINC1	0.0	0.0	0.0
463	ZFHX3	0.25053031501	0.343808188973	0.315262930064
466	ATF1	0.24498801617	0.261928938443	0.306342461615
467	ATF3	0.0	0.0	0.0
468	ATF4	0.29977547749	0.383688944035	0.374144563983
471	ATIC	0.334264032065	0.41409658536	0.414960431404
472	ATM	0.343786558424	0.412443323198	0.428090250239
473	RERE	0.355263309959	0.370762970629	0.444032119377
474	ATOH1	0.0271362689308	0.0424164936659	0.0288026300355
475	ATOX1	0.20278025264	0.10756069193	0.25530060755
476	ATP1A1	0.212730524378	0.30062471198	0.27073167232
477	ATP1A2	0.0595371768195	0.0995890037907	0.0739147239668
478	ATP1A3	0.0196489304813	0.0277092673263	0.0240898770665
479	ATP12A	0.0411143929527	0.0743303661499	0.0524635065023
480	ATP1A4	0.00172804795104	0.0	0.00163589905037
481	ATP1B1	0.0196945094167	0.0301887158184	0.0248958906232
482	ATP1B2	0.186010439831	0.14654696651	0.235204566926
483	ATP1B3	0.289067538665	0.338805977241	0.361840994104
486	FXYD2	0.0636194699278	0.0559537866595	0.0818866877264
487	ATP2A1	0.169893201398	0.185245656829	0.215365534142
488	ATP2A2	0.344642570749	0.403239608789	0.427255112482
489	ATP2A3	0.0337048695885	0.0285977828427	0.0433230352644
490	ATP2B1	0.0831702499804	0.11795375714	0.104783833365
491	ATP2B2	0.00730347088976	0.0273658038709	0.00910320082178
492	ATP2B3	0.0255028778637	0.0	0.0318701971477
493	ATP2B4	0.30643671253	0.3598866675	0.389465963842
495	ATP4A	0.0652836027228	0.0664825412841	0.0804843873817
496	ATP4B	0.0949733289867	0.0588499243142	0.112572422449
498	ATP5A1	0.383463033875	0.466587279826	0.479532453334
501	ALDH7A1	0.231873211741	0.305970738271	0.293467624985
506	ATP5B	0.359870887068	0.470489235365	0.450331289694
509	ATP5C1	0.42654705845	0.453604149293	0.523811028412
513	ATP5D	0.192496787047	0.165126152683	0.240335775873
514	ATP5E	0.286782832512	0.330197462217	0.354106621799
515	ATP5F1	0.417653309136	0.533633548584	0.517442587553
516	ATP5G1	0.269171603391	0.304955475406	0.339826846913
517	ATP5G2	0.306055309926	0.312546527373	0.388042585998
518	ATP5G3	0.23179646669	0.229364684876	0.29245155641
521	ATP5I	0.322083180679	0.360802665213	0.40496501993
522	ATP5J	0.396948828929	0.426775188669	0.494686145266
523	ATP6V1A	0.233358877012	0.295382698634	0.29153555139
525	ATP6V1B1	0.196267419032	0.105901604723	0.249345575522
526	ATP6V1B2	0.308837383385	0.373479790476	0.396595608379
527	ATP6C	0.189975697223	0.220781609282	0.240756810676
528	ATP6V1C1	0.306132711386	0.419680484536	0.384897484593
529	ATP6V1E1	0.391542087932	0.529938062274	0.480429657056
533	ATP6V0B	0.364788377932	0.354597760304	0.454842062186
534	ATP6V1G2	0.211955764323	0.280936735119	0.269455967003
535	ATP6V0A1	0.140264763848	0.165399542791	0.177945282732
537	ATP6AP1	0.0	0.0	0.0
538	ATP7A	0.0	0.0	0.0
539	ATP5O	0.388228545318	0.43197228265	0.483386659443
540	ATP7B	0.185108038245	0.250520193659	0.240461722445
545	ATR	0.33533432773	0.393919735037	0.417283959887
546	ATRX	0.0	0.0	0.0
547	KIF1A	0.0277469103653	0.0	0.036695857525
549	AUH	0.317938511729	0.369359253374	0.396836757395
550	AUP1	0.308773050637	0.339155711388	0.384641461513
551	AVP	0.0889742504943	0.0650054296038	0.0927617401057
552	AVPR1A	0.0343902985091	0.0	0.043884794714
553	AVPR1B	0.0	0.0258855026444	0.0
554	AVPR2	0.0365501329989	0.0441828088284	0.0449998883231
558	AXL	0.105637224263	0.0330325115713	0.133013688974
563	AZGP1	0.0899643166843	0.0	0.114724203698
566	AZU1	0.0474711743596	0.0207807105633	0.058241048731
567	B2M	0.138278451962	0.195355585434	0.17686898867
570	BAAT	0.0	0.070583602992	0.0
571	BACH1	0.186619564301	0.203299167695	0.238554726237
572	BAD	0.318520913326	0.314267756535	0.397682046438
573	BAG1	0.396087390155	0.530348018434	0.492846111831
575	BAI1	0.125486330233	0.18701766263	0.160025943961
576	BAI2	0.119752137692	0.148145834106	0.152764069727
577	BAI3	0.109463424541	0.11224700635	0.137070435126
578	BAK1	0.32673307892	0.356190770732	0.408455995168
580	BARD1	0.169632232368	0.269143049652	0.214256187996
581	BAX	0.132441293161	0.124774252238	0.168483316428
582	BBS1	0.351700233974	0.485721501373	0.442844879394
583	BBS2	0.376505128067	0.402647174994	0.470425878202
585	BBS4	0.237168240542	0.340522538814	0.3001660299
586	BCAT1	0.0	0.00931709214851	0.0
587	BCAT2	0.153698115129	0.16272227542	0.196931002801
590	BCHE	0.0110600832653	0.0419542493897	0.014212244016
593	BCKDHA	0.186689604237	0.195885110164	0.234028277938
594	BCKDHB	0.36770122226	0.464450837125	0.456683276485
595	CCND1	0.283262843633	0.373979608457	0.359530453821
596	BCL2	0.253756673977	0.258401748256	0.31912006143
597	BCL2A1	0.110323436282	0.185104156156	0.139206545049
598	BCL2L1	0.0902403415514	0.133818159501	0.111593207911
599	BCL2L2	0.200112676057	0.291908321462	0.25622229823
602	BCL3	0.07348126682	0.0682761781217	0.0957813922888
604	BCL6	0.144450643729	0.230620995402	0.184422393288
605	BCL7A	0.231752726642	0.334903417934	0.292372037623
606	NBEAP1	0.172944950279	0.177385147553	0.218558336655
607	BCL9	0.209503355733	0.254638578163	0.273234053782
608	TNFRSF17	0.0	0.0	0.0
610	HCN2	0.179585979499	0.178948669476	0.228669673711
611	OPN1SW	0.255421446773	0.25720183949	0.320670730144
613	BCR	0.208480819134	0.265034537998	0.262398764949
617	BCS1L	0.269765570216	0.310749512488	0.339390373687
618	BCYRN1	0.0103587790606	0.0148495813051	0.0108845272652
622	BDH1	0.194680454819	0.276889099786	0.246164200156
623	BDKRB1	0.0	0.0456219510604	0.0
624	BDKRB2	0.0	0.0	0.0
627	BDNF	0.0914939825938	0.186953448781	0.116808134714
629	CFB	0.0	0.0725545094877	0.0
631	BFSP1	0.206955183315	0.23085827677	0.263497279574
632	BGLAP	0.123470023284	0.0590182949747	0.155448164428
633	BGN	0.056147867052	0.0381989846169	0.0714206454211
634	CEACAM1	0.0193124112686	0.112163435438	0.0250605498135
635	BHMT	0.0356949575231	0.0	0.0425714688841
636	BICD1	0.133319201031	0.22884736588	0.171855809696
637	BID	0.141139566229	0.208874059294	0.179024775983
638	BIK	0.0215373560373	0.0	0.027942090938
639	PRDM1	0.143619168009	0.182231823002	0.183417854881
640	BLK	0.0	0.0	0.0
641	BLM	0.215071589579	0.282056228936	0.268291408899
642	BLMH	0.431084760415	0.515656556565	0.533593980968
643	CXCR5	0.0309666069047	0.106395059533	0.0381148072424
644	BLVRA	0.264498627787	0.299694873077	0.327428836748
645	BLVRB	0.074737448609	0.107330322106	0.0942589475725
646	BNC1	0.0302437785875	0.00215202569358	0.0373865133044
648	BMI1	0.285817962782	0.35393933933	0.356050851432
649	BMP1	0.314581115674	0.339691092209	0.400399742175
650	BMP2	0.16237308067	0.0560283598482	0.205498634849
651	BMP3	0.00836057846804	0.0	0.00897386130476
652	BMP4	0.0240775611917	0.0972367631547	0.0287524421548
653	BMP5	0.00451186138112	0.0601152585223	0.00528558877052
654	BMP6	0.0	0.0157576787744	0.0
655	BMP7	0.13485030651	0.193953278307	0.167400728544
656	BMP8B	0.112979268856	0.117085676837	0.142950529559
657	BMPR1A	0.212755625304	0.152996850941	0.260899078397
658	BMPR1B	0.117531759395	0.173173959185	0.150607880409
659	BMPR2	0.100432102934	0.0875292783888	0.128984134048
660	BMX	0.0106482781655	0.0	0.0134269286881
661	POLR3D	0.391248422646	0.459383631719	0.492346142641
662	BNIP1	0.393628903887	0.505584402406	0.492021472079
663	BNIP2	0.319887934585	0.404505952792	0.400495144805
664	BNIP3	0.194960459924	0.220895169318	0.24144992673
665	BNIP3L	0.399351319175	0.485827451313	0.502569669096
666	BOK	0.0796774365353	0.0675051183152	0.10360792263
667	DST	0.242808804953	0.287886611355	0.309673178806
668	FOXL2	0.0654953465056	0.0746500407266	0.0830836759896
669	BPGM	0.367187222486	0.397083854507	0.458842381056
670	BPHL	0.442042641628	0.497874727738	0.55165598018
671	BPI	0.060230571295	0.0	0.0720925119285
672	BRCA1	0.306257816225	0.40931059184	0.386640050546
673	BRAF	0.264143949918	0.334936910185	0.334423045534
675	BRCA2	0.216198763793	0.317835372068	0.27513942433
676	BRDT	0.0504664878629	0.0578430602926	0.0547857397217
677	ZFP36L1	0.0721539981806	0.10175512486	0.0907080172561
678	ZFP36L2	0.090248213049	0.119714992273	0.116213422972
680	BRS3	0.0640930744925	0.0873510715723	0.0687013157161
682	BSG	0.0991486665257	0.134936549655	0.12523574968
683	BST1	0.0934886470563	0.131572148533	0.119836323812
684	BST2	0.0836697137907	0.180600885871	0.104158485608
685	BTC	0.0	0.0	0.0
686	BTD	0.272944725369	0.334409839101	0.343073922435
687	KLF9	0.0683701193618	0.176122613139	0.0862931352476
688	KLF5	0.190824396745	0.140111061548	0.246311302104
689	BTF3	0.431425754379	0.506727450645	0.535701047631
694	BTG1	0.254103080618	0.277074451754	0.316225833801
695	BTK	0.0306524417892	0.0548818515872	0.0361751122739
696	BTN1A1	0.0	0.0	0.0
699	BUB1	0.153343693872	0.191527585635	0.194100492063
701	BUB1B	0.218213845443	0.285544764585	0.277034187261
705	BYSL	0.485092463771	0.550399937805	0.604582658399
706	TSPO	0.245998354164	0.31499278357	0.308326897556
708	C1QBP	0.419819318292	0.538838237371	0.517040813701
710	SERPING1	0.0266302667812	0.0563732525483	0.0346381287238
712	C1QA	0.0802354389592	0.0954098458121	0.10315301648
